"LANG","complexityoflanguages","costoflanguages","syn_index","type","minimal"
"fl5321",3,6.25978090766823,0,"Not Haspel-ok",2.23893256675966
"fl5327",2,6.7842605156038,0,"Not Haspel-ok",1.31763542170785
"fl5330",3,4.84261501210654,0,"Not Haspel-ok",1.92702511229442
"fl5333",3,6.25978090766823,0,"Not Haspel-ok",2.23893256675966
"fl5334",3,6.09756097560976,0,"Not Haspel-ok",2.21348861609474
"fl5340",3,5.92885375494071,0,"Not Haspel-ok",2.18499888042401
"fl5343",4,5.31914893617021,0,"Not Haspel-ok",3.02501459913999
"fl5344",3,2.63042525208242,0,"Not Haspel-ok",0.449977109032744
"fl5356",4,5.92885375494071,0,"Not Haspel-ok",3.16796717096932
"fl5362",3,3.05810397553517,0,"Not Haspel-ok",0.822913315286241
"fl5365",2,4.19287211740042,0,"Not Haspel-ok",0.761460250195114
"fl5366",4,4.8721071863581,0,"Not Haspel-ok",2.8621980941208
"fl5367",5,6.75675675675676,0,"Not Haspel-ok",4.28983991930767
"fl5379",5,4.4709388971684,0,"Not Haspel-ok",2.83281422299508
"fl5397",4,4.90196078431372,0,"Not Haspel-ok",2.87624949854632
"fl5400",5,6.75675675675676,0,"Not Haspel-ok",4.28983991930767
"fl5409",4,5.37634408602151,0,"Not Haspel-ok",3.0411418343578
"fl5412",4,7.42942050520059,0,"Not Haspel-ok",3.37611257938303
"fl5415",3,6.25978090766823,0,"Not Haspel-ok",2.23893256675966
"fl5420",3,6.07287449392713,0,"Not Haspel-ok",2.2094547441294
